id,caption,image_id,label
51f43fa1-7e1a-4b41-b1e3-219fbe3a502e,Young skateboarder performing trick in skate park with ramps.,493742,1
eb2990c1-3b81-437e-b1c0-17af5e217f5b,A woman smiles as she holds a lemon over a plate of fish.,425063,0
eb8e3f05-236f-49d5-b27a-dffd808d821e,Motorcycle decorated with an American flag and reindeer,503022,0
c399f129-699d-4032-a82e-301625caa58e,a man is riding on a board at the beach,404820,1
8b6cda60-9238-48b6-beee-ab849bfcd6bd,Some people playing with a disc in a big grassy field.,105545,1
ac9baf92-35ab-4629-972b-33161987e90f,An unlit traffic light system in a European country,462067,0
8f51aa04-6813-4b9e-bb92-6685979bafaa,A male tennis player with a racket and ball at the court,201236,1
6ffe9add-a89e-4cc7-93e7-081811b16620,A man in blue shorts carrying a white surfboard.,21164,1
47710af8-f708-4d7e-92e2-c228eddbdebc,Dirty open toilet surrounded by a green metal cabinet and exposed metal pipes.,549817,1
57c1cc5f-f0e0-4bf9-848f-f0d37789cd30,"A fenced in area shows two leafy and low-hanging tree branches, casting shadows, and making shade for two horses that are grazing at some patchy grass.",158456,0
1c9b1234-1853-4cc3-b792-56ebde2cd802,A baseball player hitting a ball in a game.,565443,1
eb35acca-6552-4237-9954-9802adabc052,Professional baseball players are walking around during practice.,386766,0
fd375f7a-b3c8-4681-8f66-3185eaaa495f,a room with an electric rotating fan near furniture,95213,0
bcefeb6e-7509-4562-a774-0d7d6d70b121,A group of people on horseback riding on the beach,510663,1
0dd8c89e-0f90-461a-ad14-8cbd7b131c75,Wide angle picture of tabletop of kitchen and appliances,51495,0
9809e6fe-336a-4d5e-a1be-1eb9378826e4,Large street sign on post next to traffic light and building.,215224,0
f4ae0892-3263-4aa1-abe2-4b41bb8552e1,Multiple highway signs point to different directions for vehicles. ,247214,0
bd460b9d-a5ac-4ef5-a88b-bf8abf68849c,A young woman plays tennis on a clay court.,58965,0
9aece5bb-a205-4d34-a78d-2062fe26bc57,A blue and white fire hydrant in front of a chain link fence.,289073,1
a0b0ee93-6516-44c4-b9b5-f15720add985,A large sailboat with red sails sailing in a large body of water.,426842,0
39da17d0-9b9f-411b-a441-344d283ebad1,A full view of a bathroom with toilet and sink. ,52619,1
0b385e3a-ff9f-484e-a2b3-1296c815c68d,Many people are skiing and standing on the snow.,276149,1
7d2ed71d-7e9b-41cd-9436-bdd3a0f817cc,A large living room with large windows all around it .,34798,0
98ab224e-78b0-4832-be94-cf803175c76a,"A pizza with meat, cheese and tomato sauce.",220670,1
97bf6aa8-0527-4a82-9492-b757df847eb0,Two giraffes standing in the grass near trees.,338872,0
1d8cd3b2-ec78-4956-8c1d-11e5807141eb,A pitcher throws a ball during a baseball game.,318995,1
c3262d9e-54a0-4f53-9d4a-6e2cd163b644,Yellow flowers are placed in a vase on a marble table.,336234,0
20f3c83c-8134-40f0-a3c9-b62a25fe43cb,A picture of a panel van going through a busy intersection in a small town.,574357,0
fc9251d2-eb45-4a8b-bb28-f67f30b9ae3d,a close up of an open box of doughnuts ,58041,1
fea04e97-7a02-4936-bb34-ade8bde53e8f,A close up of a sandwich and fries on a table.,274109,1
f727a17f-0f41-4b86-af4f-c1692c4a69cb,A batter swinging at a pitch during a baseball game.,491053,1
9edae851-6796-42fd-986d-173249a1f421,A group of people gathered around a table with food on their plates.,576702,1
8a3dfd8f-dca5-4047-87e7-2045731e99a9,Baseball players playing a game of baseball in front of fans.,302051,1
256635fd-de5b-4036-9b39-5f86d8ae2a8d,Lamb chops over a bed of carrots and potatoes,453428,0
a87e198a-3782-4b83-b5f1-1ddcfd092bca,A woman prepares to hit a ball with a tennis racket.  ,218017,1
b77c3f59-bd9d-4189-897d-3030e9f0a731,a collage showing the different ways to present decorative vases,572295,0
61da9c5c-30ee-4466-930b-ea294cf4c6c4,A baseball player with a bat at home plate.,359232,1
0f40156e-e674-400a-84e7-bd617441d3a5,a man and a child flying a kite at a beach,195269,1
94ab319a-30a5-4157-b3cb-2424abed1af0,A abandoned refrigerator in an old abandoned building.,282479,0
263ebfaa-8c71-42e7-8f42-f8e7ddd45c4d,a yellow and gray train on its track and some buildings,361431,1
08d85447-50ec-4db3-b0d1-36c6fe1b71df,a tray filled with a variety of food including carrots,134755,1
e1765bed-fd9b-4d08-aab5-3f217bf5b2bf,An apple is growing and near ripe for eating,311882,1
37254295-fdb5-45ac-b867-17d96cd7bac6,Rancher with cowboy hat tending to horse around him,344520,0
0f019756-9449-4eba-bd7a-3fe6f7e6d3a2,a baseball pitcher winding up for a pitch.,568462,1
bd769b24-39a0-4b50-8e38-4a5a721a0654,Men and women are playing a softball game.,488788,0
ecbdd708-d6ab-45db-8184-abe66959bd9a,"Two woman wearing headbands, while holding WII controllers.",123310,0
2d8871a7-dcb8-4890-a2b1-a6b98b5b0eb6,A person rides a surf board in the water.,180935,1
86d66807-0d81-4dcf-8a11-05e2ab346dae,The electronic traffic signal above the street has green lights.,70444,1
165753aa-299f-48bb-aa53-ba5bae1e2dac,six people in the distance riding horses on the beach,561088,0
ce21a8a4-3248-4725-b05a-fa9d94a5945f,Two large and one small zebra eat some grass.,250576,0
29016dd7-10a5-4b51-bc74-5efaba3664a9,A person in riding gear jumps over an obstacle while riding a horse.,224383,1
301701c7-5736-491a-bc8e-75893149730e,A fenced hilly green pasture with sheep grazing on it.,389549,1
831be050-0312-48a1-b62f-f9c3890ef3b7,Tennis player and white outfit holding up the yellow ball. ,413354,1
5d29a219-c148-4251-b7fe-7541d912ecaf,Two flowers sit in a folded up piece of paper on a table.,467082,1
9c2bfa6b-24a6-4d7d-af7d-1645c261784d,A large passenger jet flying through a blue sky.,84870,1
f919745d-77ec-4bb9-a5ee-99935bb9aeed,A baseball player is sliding to one or the bases. ,505516,1
1b4c4ed4-fe6e-4fbb-8112-596577d5ef0d,A herd of zebras grazing in an open field.,105256,1
21c10972-fc45-4a7b-8976-3a2cd50cde52,A group of young children riding skateboards in a building.,483645,0
e6464861-96a5-470e-86ec-9d97d1059a25,A boy playing a game with a remote controller.,522754,1
124b7890-5aae-4a34-9459-10176589d5cb,A tennis player is reaching up to hit the ball.,75841,1
f79d6935-ca94-4ae2-8771-d438a1c7b16b,Snowboarder performing a trick midair during a run.,244585,1
86dff0cb-6f1c-45fd-bf32-7751c479f730,A green and yellow passenger train passing under a foot bridge.,506209,0
1b8ec6a1-e61a-49d4-803e-195c0673e982,a person riding a bike on a city street ,72764,0
ae777f4d-6f27-432f-82a4-be5c4801bb96,Many sheep roam around an open grassy field.,1877,0
025c64da-adcf-4cbd-b604-b651e56855ae,A stop light is in the foreground of a city photo.,152048,0
5c923ed4-d454-42a6-ba73-7356f8f27759,A person playing a game with a Nintendo Wii controller.,108187,1
f3d1feec-ed41-4789-b3f4-a40028edf796,A young child who is eating a pizza.,94334,1
c1b2c403-c282-456d-b89a-0f51fb7d5094,"Competitive snow skier in red, white and blue outfit.",298699,0
306266e3-47ba-4492-a135-19959d117976,A man is riding his surf board on a wave.,250998,1
44c97c6f-4a6e-4837-9cd1-73e53112b02b,Residential bathroom with decorated shower curtain and tile walls.,352143,1
27738f8d-a9a8-4ab9-9d29-c9a47f3a6c13,A group of people flying kites at a crowded park,73120,1
8dd9e778-3dff-4a52-a57b-e8ab5d8dcc57,Baseball player preparing to swing during the game.,530013,1
84ce6bdb-ebe0-4e52-afa2-52a7301e8821,"A table containing a cell phone, chewing gum, paper and pencils.",475403,0
c6922c10-7ac3-4f50-9950-1403334909a0,Several giraffes stand near each other in a large grassy area,136168,1
fcbf4d66-da5b-44b9-8442-bebbf380d1a3,people sitting around tables under a white tent,168879,0
198d4607-6c3b-4715-bbdb-7d0350efe933,A man performs a kick flip on his skate board,408564,1
7d105dbf-44e8-4dae-821d-f12b262dc9cf,A group of cows in a grassy field below a tree.,188692,0
d47da7a3-d5a1-43e6-a4f8-ca58b0ea7fec,A dog shows aggression by baring his teeth to another dog.,252911,0
69a76f73-1660-41b6-829e-2e693e3e003e,A commercial plane on a runway with snow on the ground.,202827,0
34fc8f7e-02d4-423a-b697-7d2a380bbde2,a building with a pole and some street signs,44003,1
de7b0780-a19d-4a15-b725-e4ce6eb09a98,A cat is asleep on top of a bed.,580620,1
65b7fc8c-ec58-48e7-ad98-d2bbdfeb2c4f,A large clock in the front of a building.,108548,0
b6b73b38-332b-425c-ac48-7af8666c4205,A group of people standing together in a room.,456217,1
f4b7c62f-e6c2-41c0-98f1-32703b379cbe,A tennis player hits the ball while the crowd watches,285967,1
a3d72e9e-8112-4615-a71f-e2718f36a547,A group of people on a beach with a kite in the sky.,480457,1
e86e18be-5797-4128-8c3a-a63dedf373df,a group of people playing a game of frisbe ,409628,1
5dd06745-ee12-4579-9e1b-92943aaaf400,Woman playing on a Wii Controller during a group gathering.,289797,1
f90fea4f-8f21-41f4-b8b5-751269118984,Passenger train traveling on a track with a mountain backdrop.,288985,1
9f06fe14-6040-4a8d-b177-933b1eeabd3e,A young boy in a red shirt tries to catch a baseball. ,282771,0
12950a70-2d35-4959-89da-09238bc74ebf,A toilet that is being used as a planter for flowers.,184800,0
f4318f6f-13b8-44cf-9338-00231305add4,A black bear walking through a field by a road.,211204,1
60df7646-a7be-4e4d-a76d-fc4336f55983,Man in wetsuit sitting on a beach next to surfboards.,89515,0
0d193307-58ed-40d7-a546-69ea1ca95f9b,Professional baseball player swinging at the ball during a game. ,486020,0
bbd7c287-46f7-411a-bce3-5523a96a16e7,"A bathroom area with sink, toilet and bathtub.",477154,1
25a9df7d-19a4-4490-a717-bd0e32c90c21,"A pizza with mushrooms, sauce and cheese is shown.",576080,0
16d73a93-9fa0-4236-b3af-fa56d4a152e1,There is a picture hanging over the toilet.,580543,1
6a6ac4c0-c38c-48b1-8e67-f31cf0d76e5e,A brown and white cow in grassy area next to a tree.,495903,0
92bfa697-e759-48ca-9a5b-63a81fbd51d3,The action at home plate in a professional baseball game.,446328,1
12347a9d-bd49-4bab-87d7-2359539ccc26,A group of motorcycles are going down the street.,516281,0
efab6d95-a7b9-4998-a0af-430fb69716f3,A man riding a red motorcycle down a street.,462081,1
24b8f29d-9217-40ea-b162-9ce256c1f829,Boats on a canal of water going between rows of buildings.,487665,1
f140344a-cbc2-483a-bf4e-60c4cf9d9fb4,Two white couches with throw pillows and a coffee table.,509244,1
e7985ac1-90f0-4290-b014-610b920e07ae,an image of a table of bananas for sale,80078,1
adc9b9e3-f398-464e-8f98-8ee8cf01bbc6,A refrigerator sitting on the sidewalk in front of a house.,272489,0
a1533e6f-98fa-4183-8751-7fb94c647bff,Small bathroom with a large glass shower in it. ,543840,1
6e97eeeb-b70a-4b04-b2fe-d62051d3671e,A skateboarder is in mid-air during a jump.,416338,1
ddd309f3-e860-4851-9d46-994d32a95d88,"Poster describing two hot dogs that have jalapenos, onions, and chili as , ""Hot and Tasty."" ",176849,0
b4e1c159-eb64-408b-935b-a5954d3e88a8,an image of two men that are working on their laptops,86011,1
5eca0cf5-2b13-4817-ac88-cf3c3c32637f,Home dining area with white walls and furnishings overlooking water.,379193,0
314078c2-6703-4088-baec-0c5016b2ef76,Cat lying on blue desk chair next to wooden table.,67531,0
00cbeeac-92ab-4752-8350-6a083d521e3b,an image of several elephants herding in the pasture,34793,1
773a5463-c3c8-43c0-8b62-2f1e5464e84b,A person cross country skiing on a sunny day.,339189,1
df4fba36-f7c0-4720-9fa8-f81a2a4eaffd,"Three black suitcases, where two are connected with a cord.",493205,0
6fc7b583-cf83-4913-9d3c-6e61e014fcd1,A dog on a blanket in a suitcase.,407879,0
0c23e2f6-f829-4c16-bef4-8c1d57afa111,A white stove top oven sitting inside of a kitchen.,7202,1
6c47704b-e64f-4df9-ab7a-b841b99c09aa,A large jetliner flying through a blue sky.,179151,0
86d3ef2c-015e-42b7-adfb-abc56cf3203e,A boy is practicing a jump on a skateboard.,313169,1
18ad888e-4a10-4d73-9889-abd1308be80a,Some children are standing on a tennis court.,365426,1
b8f1d6b0-c70b-41c4-bbe6-3b5a4ca05560,tennis player throwing ball up in air to serve,166310,1
1261da03-a50c-44bc-a2ff-78d75b2b3d3d,The tower of the building has a clock displayed on it. ,20145,1
108c6163-a41b-4f68-890a-10f123fa5f81,A bird flies over a tower with a green dome.,457184,1
686d87fa-dd32-4a9e-ba16-e46bdc8dd37c,A train sits at an empty station in the daylight.,190013,0
9ad81402-6cf9-4437-8d03-d4dc4b088afa,A pink toilet with an open seat and an open top.,457033,0
7244985a-bd01-496f-b99a-44ba751b9c14,A boy in green sweater riding on a skateboard.,198205,0
6cf167d1-00a4-4e33-8b22-da3b8cb8ac49,A group of men are playing soccer on a grass field.,333014,1
df13bddb-8b40-4120-883f-366b47c1a731,Many boats docked in a marina next to a huge building.,67090,0
2fc2b425-71f5-4b08-a757-4764771267fc,a male in a white shirt and black shorts playing tennis,100519,1
bdc0de78-069b-467a-89a3-637617da312e,Bear leaning back against tree rubbing its back against it,538344,0
16259927-4d26-4da0-84f3-f37242f408d5,A person is catching a soccer ball near a net.,482021,0
9d496f97-e218-4864-8f19-441e3db6fe6e,A man and woman cutting a wedding cake,314112,1
754bc503-6519-4606-91e7-88127d495b7c,A man with a tennis racket in his hands during a game. ,281500,1
45f8dce2-478a-440b-a627-fa778926db23,A person riding a surfboard in the water.,373043,1
44d7bb20-3fee-49a2-aa9d-20edd853b8f3,Two busses on street next to cars with buildings in the background.,359164,0
855dc955-cc09-4b95-8dc4-c285c2abff4a,The woman is riding a horse around a ring.,95081,0
35d7279e-0f90-493a-bdc7-889053f766f9,Three clocks are shown above signs for train platforms. ,196594,1
a129378f-9948-4de9-9e93-e3ab439113fc,A mountain range with skiers going down the slope.,528984,1
d503f979-6f34-48df-96cd-b2eaf6d9c078,The doorway shows a small bathroom with a toilet and sink. ,89391,1
d0123a29-3b4f-4f9c-81f9-c188f3ca5fac,View of a kitchen with stainless refrigerator and black dish washer.,537761,1
a3252e0a-507d-4712-98b6-5bff6b7ce3ba,A flower in a glass vase is pictured.,520352,1
a3287394-99a6-489f-a808-720f4542f08a,Batter hitting the ball during a professional baseball game.,279083,1
dc76f240-cb07-489b-81bf-4e6ad27e1181,Player preparing to return volley during match on red clay court.,346334,0
f537b6cf-d7be-4ada-b529-6510bd4eb022,A man wearing a black helmet while riding a skate board.,479557,0
68f458de-4ae8-4917-a4cc-704c1989eaef,High flying jet plane as seen from ground on cloudy day.,206260,0
f6979f98-5993-474d-83f3-d36e956d81e0,A young couple sitting together sharing an umbrella.,328906,1
ec319379-54a2-45e2-8887-9e13ba202ec6,"Table filled with hot dogs, tomatoes, coleslaw, beans and chips with drink. ",1562,0
3588b1c7-4a31-4b63-aa01-879f4a0fd344,The small clock is visible on the church tower.,471578,1
afac75f7-90b6-4c25-95ea-fc040faab7d0,Two men playing tennis on a tennis court.,173519,1
05ad42a9-0925-4a1f-9917-c889e28e46a2,Several cows graze in a grassy area near a mountain.,470463,0
aee6da4d-ae66-4564-bc27-668ac1485e04,a large elephants is outside in a field ,224777,1
eef1c926-c60b-4a34-9da4-cb7c5e8a3d0a,a black and white photo with a person on a skateboard,41014,0
ff93b61e-caae-4dbf-a67f-4624dd499172,A herd of elephants are by the water.,303257,1
5a99416f-1d4d-4a61-b1f3-73a36933862b,Boy batting during a little league baseball game.,524401,1
a67ab008-f3b5-4d37-8c2b-505f64fb1f39,a kitchen island with a double sink fridge and stove,98832,1
713271c9-9c20-433b-854f-5641c0fbc245,A coffee cup and computer mouse on a desk.,446088,1
adadbebd-0df4-4437-91df-81d1d69a1907,This is a picture of a train coming into the station.,55886,1
74988614-144d-4199-81df-14d0ec4ffd7f,A woman with a purple umbrella crossing the street,62941,0
45319a19-c146-4fc4-9a7c-e0dffe0aee8e,A person snow boarding under power lines with a forest in the background.,524777,1
4eeef269-27a1-4845-bbc8-79bf7398e631,A soccer goalie guards the goal and watches the ball. ,534784,0
ae00150d-e384-4bcf-a063-af31687af845,A baseball player winds up to pitch a ball.,519483,1
ecfb121e-6b30-4561-a456-296914121f52,Woman at kitchen counter cutting up a fish.,401147,0
0f753a51-6c0a-4bbf-b14a-ab233d6b08a4,A crowd of people skiing across a snow covered hill.,102787,1
9680343e-65a2-44f1-9525-676afa75718d,"A bathroom features white, bowl sinks and a bathtub.",402908,1
09c2fdee-6de2-4de3-8170-e15d2737caef,A group of people posing for a picture on the ski slopes ,259819,0
00c8ebdd-3c4f-44df-9dbf-1f900bb91718,A fruit stand with many varieties of fruit with price signs.,424218,1
8ff6f2fb-f352-4f79-8e7f-88cd3b2bab13,A horse in a blanket stands near a fence.,206247,1
389ef5dc-f88e-45cc-89e5-435718b1036f,People wait with their baggage to board the subway train.,453731,0
95cc6c08-468e-49d2-a8b9-c31b938c2806,Male skateboarder in mid air doing a jump.,269964,0
962cd09d-976b-4268-9533-09f34da02eca,"A bathroom showing sink, toilet, and shower ",10434,0
82edf396-dec6-4ab0-8e37-b88e9a0987c0,Biplane flying over blue ocean next to coastline.,311629,1
1a8c7a66-fc29-452c-9a70-d27a0158f99c,The man is standing in front of a television near a bed. ,43893,1
d7b836d7-f0e0-4c7d-8d3a-fde93bdd8296,A group of people walking outside of a building with a clock tower in the background.,304434,0
fc619827-811b-45c5-9c43-9f503766ea56,"A bathroom showing sink, toilet, and shower ",578737,1
81120dc3-926d-4942-8933-301a11654f57,A home office features a large desk and other items.,340504,1
cec083ac-84c1-447f-8477-5a721a1bdded,A dog with its paws on a steering wheel and on coming car.,146774,0
ef39d342-e669-47be-aca0-9be0bb6d3968,Several skiers trace a path along a snowy slope.,334645,1
130f3d2f-b0b8-483e-bb36-129a4de504d5,A woman stands over a cake with a knife.,113,1
752e073f-b813-4f33-9a7c-0a0af32953d1,"Young men skateboard outside, doing tricks against various obstacles.",367969,0
24df6d5b-1e03-4c0d-84f6-f93a396a440b,A toilet sits atop a tiled black and white floor.,446307,0
3fb41333-29ff-4df6-b474-62a9d4ee9fa5,Sliced apples placed on a baking sheet in the oven,572183,1
b7781e3c-7c4d-4707-b54f-d38117ef9489,A baseball player stands ready at the plate.,269364,0
6ec07468-0c9b-46fc-93b7-bbef59ccac7d,A double decker bus is parked on the side of a street.,476500,1
ab6ff111-785f-4033-bb1f-5856aec3597f,a person standing on a beach flying a kite,156282,1
847a638a-792e-4f75-ae5d-bd8da7c1a0bd,a man sits in a trunk while petting a dog ,503845,0
b051d522-07e6-40b1-8188-c9c414539f56,A helicopter spins up its blades on the deck of am aircraft carrier.,111417,0
1b9498f4-4a01-4074-a755-8cddde2ee20d,Woman eating a big hot dog on a bun.,263603,1
8164fe4b-d2dd-4e94-8530-29d471923724,Group of people walking on a busy city street center. ,476525,0
03cbd52d-b18b-42ba-87a5-1cff22b699da,"A busy street with cars, people and signage.",431133,1
769d26b8-0adf-4f59-9b97-c1204e5f4751,"Sink with soap pump, toothbrush holder, empty toilet paper roll, soap",132002,0
20224867-fd3c-490d-9c56-999d480f8f40,Person comes in smiling using skis in a competition.,31604,0
4af12488-72e8-4383-8b0c-6d2d8f63f1a2,An assortment of fruit with bananas and apples,431044,1
4150e25d-0840-4637-8df2-8d3e1e61deff,A cat looks into a mirror beside a bowl.,90751,0
a35997d6-ce36-4366-8c23-bb8969f4ff1a,A baseball player swinging a bat during a game.,125468,1
0817ff92-1795-4c2f-9ecd-cba0aac40409,Man on bike towing child passing by ice cream truck.,162757,0
78021ca4-85ad-4fe6-a94d-55fe7c8ed330,Two sheep walking across a dirt road near a green field.,426427,1
935eb22f-0eaf-4d00-9fc4-25243ee03871,A girl in a bikini holding a surfboard on the beach.,95494,0
82d5186b-4d0f-44db-bd1d-99cb554de65f,A man riding a brown horse down a dirt road.,369295,0
8020ffce-4a6a-4a39-8696-52ce8d55871f,A man is flying a kite on a beach.,70702,1
34557837-e311-4664-a6ff-cb621a9f7604,The trolley for the San Francisco Zoo is on its tracks.,415840,1
6cda2d37-f8bc-4894-8a24-33b8d649fb16,A round sculpture outside of a mosque building.,406857,0
2e5ff4ac-e90a-4741-b7f3-915869149005,The baseball player reaches out to catch a ball.,469235,0
4f4d2732-0b48-4d9f-aa1d-83c2143c4bd0,there is a bird that is sitting on a branch above the water,337194,1
c1cee7b0-c21c-4e67-83a1-836aba30e305,Two woman are standing in front of a candy bowl and one of them is holding glass and spoon.,298141,0
b2fc6eaf-7e24-4c1b-941b-63c87e3a38ce,"High view of sink, toilet, and mirror in small bathroom.",332239,0
9f762204-e007-4e78-a743-a462fd5cd7d7,Many bikes are parked at a bike rack.,492382,1
cc1bc2a3-f718-4c4d-afab-258f1c21ae85,A woman eating at a table from a plate of food.,168781,0
f70f496e-e2b4-4a49-b5ad-0b8e18c1087c,A sky view looking up at Big Ben lit up at night.,475043,0
e3348376-fe85-4444-9514-cd2b8b59ae3e,A small elephant standing next to a bush.,300047,1
19aa7cb3-ee38-425f-8ecf-82cba74cf891,A man standing next to a woman on a tennis court.,70975,1
7c87f439-3873-4af1-9892-c34f8a992c06,A herd of sheep grazing on snow covered ground.,280216,1
0692f4c1-2875-4e09-b0ba-28f76e82d719,a girl is holding a tennis racket on a court,553402,0
ced394da-9c0b-4367-a9a5-87c004158b3e,A young man dressed in blue jeans and a hat standing on a sidewalk.,344853,1
e55ee3ea-a71a-47ab-b8a7-a9f3f35a5785,A very small bathroom with only a toilet and sink.,403747,1
32ecde3c-b081-4af6-a57b-217d326a5808,Two zebras that are standing in the road.,395592,1
b27b6b09-8682-405c-8480-7b9d9216dcf0,A batter about to hit a baseball during a baseball game.,478755,1
b6f4a474-fb84-4057-b66a-567e9dada231,The man is sitting on the head of the elephant and adjusting the seat pad under the buckled belt.,356330,0
8a1676ed-c55e-4d94-813c-422034efae70,Group of zebras grazing in dry grassy plain.,365464,1
5657f7bc-4a68-4110-880f-d1c9ad81ca1f,A white toilet in a bathroom with white ceramic tile.,230268,0
545924d3-5492-43ef-bba7-cc6fa5b07880,two women with glasses are making food in a kitchen,244122,0
0cfd4852-e3d4-47be-a50d-47d2ce7f08c0,Group of zebras grazing in dry grassy plain.,298475,0
95b24c4c-b2bd-400a-9de0-515440ca5474,A pitcher throwing a baseball in front of a crowd.,578888,1
4fc45e0a-ad28-4b21-bb98-4f750ebdf530,A group of spotted cows is among the green grass.,458728,1
3b486bbb-cd76-4959-b9d1-6d43220f8eff,A red and grey train in train station during day.,393303,1
82f8e8cb-de94-42e2-b420-151b968bb64f,A bedroom has a stripped bedspread and blue curtains.,38204,1
3219c90d-f1d5-4120-9782-1ccceecd5660,A man and a woman are playing a Wii game while a woman sits on the couch with a wine glass in her hand.,345782,1
5bd93af5-4273-4c69-9669-aaf8276df51c,"Living room with couches, christmas tree, and furnishings",113112,0
f4cd76ac-a64d-4b5e-9478-94222ef94726,spectators watching a person on a snowboard at a sporting event,66441,0
1affbb9b-9417-4436-a2c6-e3cb2c91d907,A beach patrol jeep drives along the sand as people wade and fly kites down the beach.,352113,0
0009973e-5087-4a92-8557-c254ad3a520b,A large group of motorcycles parked along a street.,353907,1
94b2985d-9f17-4f87-8491-c598e2b09692,A man playing Tennis is attempting to catch the ball. ,202914,1
5e985a85-2c08-437f-bbab-29785d43b405,A bed in a hotel room is made up with white and maroon linens. ,224688,0
3a0a852e-6323-4a6f-8660-3a49275fcb81,Many people on a beach fly their kites. ,53208,0
a6288c3f-0d6a-4514-bd4a-fe4e1064bf8f,A automated toilet that has the seat up.,23995,0
9022444a-f000-4da5-b2bb-e896cff19857,young kid poses by cake with character from despicable me,443094,1
70132c9a-bf10-4d8a-b579-934e1030b2ad,A large jetliner sitting on top of a runway.,119982,1
a396fd7a-36d9-4376-84a2-35086cac5ffb,A giraffe is in a fenced enclosure beside some trees.,495218,0
6140aa85-9080-4aa8-85ee-926a5e027745,Empty park benches on grass near the water.,288075,1
7410cdbe-04ee-4765-9e4a-59d0d21997ba,A large brick building with a clock tower.,575511,1
353e6a47-ae98-4844-838b-27d9210fae9f,Two people standing next to each other and holding snowboards.,305000,0
1e18fce3-78ce-42e7-a030-44553c6014f7,"A red and white street sign that reads ""no parking any time.""",55039,0
eafdb0be-ae82-4f81-822c-d48dc996f7bd,A young boy swinging the bat in a baseball game.,350663,1
0d7c32a4-71bd-43cf-977d-8d4694f04c74,Red and black model train on a toy track.,177284,0
58b00ca2-3f0f-4862-a34d-e40cec0fd4f5,A large modern touring bus in city traffic,19725,1
24853c4f-a3be-4ca9-a08a-4d5133cabb4c,Adult cat lying on ornate cloth design piece of furniture.,127912,1
bd730a92-1706-4d01-8a51-81666052564c,a polar bear standing on a cement floor next to an orange plate and an enclosed body of water.,121788,0
3655fe70-7921-4540-a7f0-d0c4a723c053,Group of children sitting at table eating pizza off plate,119560,1
d477c710-9cd3-499b-8e5c-06688ae6cf26,A young person rides a snowboard down a hill.,436317,0
5852da07-2f0e-4577-a33a-e18180ae83bc,A young girl and boy playing with a soccer ball in a field.,496195,0
4dd528b6-6ef4-470e-8f19-90e9eaae396f,a slim computer and keyboard sitting on a desk,264660,1
798cce8b-8ef6-4df7-aa80-dd19a0d3e1bc,A motorcycle with an old fashioned side car attached.,130637,0
4b7aa755-0d76-45db-bde2-5f70e4bc45d0,a steam locomotive running down the  train track,480026,0
caa8538f-a791-4bd0-a90e-cadef5baa74c,A group of men riding a snowboard down a snow covered slope.,465765,1
6d7a41c0-9f50-4a4a-af5f-be35cb8b0c5b,The electronic traffic signal above the street has green lights.,421320,0
f87b4cc0-dc75-4416-a05a-250930f88768,A man that is standing on a skateboard.,17068,1
7feb7efa-cf66-486e-892b-fb2ec97580d2,A red and green old-fashioned train with a conductor riding behind the engine.,321852,0
7221ab21-0210-4dc6-b674-9acdeedba166,a mac mouse and keyboard on a desk,369712,1
27d24bd1-65ed-42a4-a8f9-ba3d03b7146a,A surfboard advertising offerings as people check them out.,549127,0
72fd51c3-3f05-42da-8446-bd7dd26310a3,People standing in a field flying a kite,435889,1
f030e8ab-04d4-4f7e-8caa-35130496e1c2,A train on the tracks at a train station ,25917,1
0f698e48-3d41-4a9c-b148-105c43c82e99,A fast food sign sits on top of a pole on the street.,141946,0
d728f676-b6ab-49da-89d7-91b8405c4e12,A yellow and gray train parked at a train station.,559516,0
57b61341-7090-4046-9d4a-35f5e9166c84,An antique airplane is parked in a grassy area awaiting visitors.,206560,0
9855241d-8099-4cce-aab4-7c2cc2ecf4e3,A child's bedroom has plenty of storage space and a small chair.,467961,1
19394d1c-ca3b-4620-90bf-2363f890cd6c,A walkway and lake next to a tan clock tower.,225230,0
56232c37-18a2-4ebb-9769-d2f114dede00,A bathroom showing a sink and shower stall.,2496,1
2426d1e4-5b9d-4687-a4bf-37e9369de886,A green double decker bus drives down a street.,61938,1
363efb12-6a0a-4bf0-b082-e277b6c035d6,Two cows lying in a grassy field and looking at the camera.,186413,1
67fc17e0-82f3-40c2-8a4a-5e7ceefa0981,"A plate is filled with broccoli, apples, strawberries, bananas, and oranges.",455672,0
50a3ca80-3412-4493-8c8a-735352fea43c,A street scene with people lined up on the sidewalk.,41962,0
5d0787ce-061c-4dac-8025-12087ded3b53,A refrigerator is packed with food and drink.,136539,1
feff0fd5-776c-48b4-96f3-c8a5b7f607bf,Children and adults standing to food items on red covered table.,408386,0
dc90eab5-d5e2-4e9f-b382-9c12aced388e,A bathroom counter with a sample bar of soap and other items.,553528,1
282bf468-ed69-43a3-8628-9b2a9664f7cf,A group of people are standing in the snow on skis.,23420,0
113c5b8c-c6eb-4d52-94bb-fa03c816f4cd,A cross country ski competitor on the trail,261256,1
88f49c50-87b1-413e-b925-145939ca7a7b,A yellow railroad crossing sign in a black and white city sidewalk scene.,112581,0
e74d278d-fbc8-4bc0-955d-c687b056b1db,A modern open concept kitchen and dining room.,168832,1
70b6873f-8045-4c51-8f3a-2122d3007986,A man stands in a tennis court holding a tennis racket.,386162,1
